City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
700,Amuntai,ID,-2.4177,115.2494,75.07,97,97,1.99,light rain
701,Tabou,CI,4.423,-7.3528,83.23,73,100,9.51,light rain
702,Kiunga,PG,-6.1219,141.2906,74.28,100,100,3.87,heavy intensity rain
703,Wyndham,US,37.6985,-77.6125,57.97,88,100,1.99,mist
704,Sorland,NO,67.667,12.6934,33.66,59,22,6.4,few clouds
705,Bilma,NE,18.6853,12.9164,87.66,10,1,4.05,clear sky
706,San Buenaventura,MX,27.0833,-101.5333,79.48,28,95,3.94,overcast clouds
707,Shingu,JP,33.7333,135.9833,47.17,61,91,6.22,overcast clouds
708,Berdigestyakh,RU,62.0989,126.6992,28.47,93,100,11.95,overcast clouds
709,Svetlaya,RU,46.5389,138.3297,30.78,76,1,6.04,clear sky
710,Zhezkazgan,KZ,47.8043,67.7144,48.9,64,0,10.58,clear sky
711,Trat,TH,12.5,102.5,77.81,80,14,0.89,few clouds
712,Encruzilhada,BR,-15.5314,-40.9094,84.0,48,94,6.22,overcast clouds
713,Nichinan,JP,31.6,131.3667,55.08,69,100,5.44,overcast clouds
714,Gat,IL,31.61,34.7642,64.4,100,0,5.64,clear sky
715,Yambio,SS,4.5721,28.3955,82.4,50,51,5.84,broken clouds
